"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030323","respiratory tube development","50/2806","207/18860",0.241545893719807,1.62350518729706,3.77105123436678,0.000277952883891739,0.0165463716763788,0.0149360233893115,"ABCA3/AP3B1/ASXL1/ATXN1/BAG6/BMP2/BMPR1A/BMPR2/CDC42/CEBPA/CIC/CRISPLD2/DAG1/DNAAF1/DNAAF3/ERRFI1/ESRP2/FLT4/FOXA1/GLI3/HHIP/HMGA2/HOXA5/HS6ST1/IL13/KRAS/LAMA5/LIF/LOXL3/LTBP3/MME/NFIB/NKIRAS1/NOTCH1/ODAD4/PDGFA/PHF14/PLOD3/PPP3R1/PTK7/RAB3A/RPL13A/SMAD2/SOX11/SP3/SRSF6/TAB1/TIMELESS/TMEM38B/TULP3",50
"GO:0090398","cellular senescence","31/2806","111/18860",0.279279279279279,1.87712302466401,3.87475708115669,0.000281605116450396,0.0166010317192894,0.0149853637338499,"ATM/BCL2L12/BMPR1A/CDKN2A/DNAJA3/FZR1/HMGA1/HMGA2/HRAS/ID2/ING2/KRAS/MAP2K3/MAP2K7/MAPK11/MORC3/NEK6/NPM1/NSMCE2/NUP62/OPA1/PML/RSL1D1/SMC5/SMC6/SUV39H1/TWIST1/ULK3/VASH1/WNT16/YBX1",31
"GO:1902895","positive regulation of miRNA transcription","19/2806","56/18860",0.339285714285714,2.28044496487119,4.01181911409405,0.000295968177825626,0.0172799882284346,0.0155982419224498,"BMP2/BMPR1A/EGR1/FOXA1/FOXO3/GATA2/KLF4/MRTFB/MYB/NR1H2/PAX6/POU2F1/PPARG/RELA/SMAD4/SMAD6/SMARCA4/SREBF2/TEAD1",19
"GO:0045132","meiotic chromosome segregation","28/2806","97/18860",0.288659793814433,1.94017238465439,3.88109034786533,0.000300447899332459,0.0173744728071113,0.0156835309456052,"ATM/BAG6/CCNE2/CHFR/EHMT2/HORMAD1/KASH5/KNL1/M1AP/MAEL/MAJIN/MCMDC2/MLH1/MLH3/MSH4/MSH5/NCAPH/NDC1/PRDM9/SIRT7/SKA1/SMC4/SPATA22/SPO11/STAG3/SYCP2/WASHC5/ZCWPW1",28
"GO:0006403","RNA localization","50/2806","208/18860",0.240384615384615,1.6156998738966,3.73292756675661,0.000313943044659646,0.0179836053506922,0.0162333806707327,"ALKBH5/ATM/ATXN2/CAPRIN1/CCT5/DDX25/DDX39A/DDX39B/DHX9/DKC1/FMR1/FYTTD1/GLE1/HNRNPA1/HNRNPAB/HNRNPU/HSF1/IWS1/KHDRBS1/KHSRP/MCM3AP/MEX3D/NAF1/NDC1/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/PARN/PRPF6/QKI/RAE1/RAN/RANBP2/RBFOX1/RBM33/RUVBL1/SEH1L/SENP2/SLBP/SMG7/STAU2/THOC6/TST/UPF1/YBX1/YTHDC1/YY1",50
"GO:0030324","lung development","49/2806","203/18860",0.241379310344828,1.6223855285472,3.72733247792187,0.000323483687292505,0.018356943450842,0.0165703842570789,"ABCA3/AP3B1/ASXL1/ATXN1/BAG6/BMP2/BMPR1A/BMPR2/CDC42/CEBPA/CIC/CRISPLD2/DAG1/DNAAF1/DNAAF3/ERRFI1/ESRP2/FLT4/FOXA1/GLI3/HHIP/HMGA2/HOXA5/HS6ST1/IL13/KRAS/LAMA5/LIF/LOXL3/LTBP3/MME/NFIB/NKIRAS1/NOTCH1/ODAD4/PDGFA/PHF14/PLOD3/PPP3R1/PTK7/RAB3A/RPL13A/SMAD2/SOX11/SP3/SRSF6/TAB1/TIMELESS/TMEM38B",49
"GO:0010506","regulation of autophagy","81/2806","377/18860",0.214854111405836,1.44410140453103,3.64148163743746,0.000327757784121501,0.0184272709739422,0.0166338672701819,"ADRA1A/ADRB2/AKT1/ATM/ATP6V0E2/ATP6V1B2/ATP6V1G1/BAG3/BNIP3L/CAPNS1/CDC37/CDK16/CDK5R1/CISD1/CISD2/CPTP/CSNK2A2/DAPK1/DAPK3/DDRGK1/DNM1L/EEF1A2/EHMT2/ENDOG/ERCC4/ERN1/FBXO7/FOXK1/FOXK2/FOXO3/GFAP/GPR137/HERC1/IL10RA/KLHL22/LYPLA1/MAPT/MCL1/MFSD8/MLST8/MTDH/NEDD4/NOD2/NPRL2/OMA1/PHF23/PINK1/PLK3/PSAP/PYCARD/RAB3GAP2/RAB8A/RBX1/RIPK2/RNF152/RNF41/RNF5/RPGR/SLC25A4/SNRNP70/SNX32/SNX6/SREBF2/STUB1/SUPT5H/SVIP/TBC1D25/TBK1/TIGAR/TPCN2/TRIM27/TRIM32/TRIM8/UBQLN4/ULK3/USP10/USP36/VHL/VPS26B/WAC/WDR45",81
"GO:0019079","viral genome replication","32/2806","117/18860",0.273504273504274,1.8383074120779,3.8026663239557,0.000342037816344707,0.0190537029435327,0.017199332783263,"ADAR/ATG16L2/CCNK/CTBP1/CTBP2/DDX3X/DEK/FMR1/GAS6/GRK2/HACD3/HMGA2/IFIT5/ILF3/MX1/NOTCH1/PABPC1/PCBP1/PCBP2/PLSCR1/PPIA/SMARCB1/SMC5/SMC6/SRPK1/SRPK2/TMEM41B/TNIP1/TRIM28/VAPA/VAPB/ZNFX1",32
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","44/2806","178/18860",0.247191011235955,1.66144778043839,3.7068534367299,0.00036857438179925,0.0202997874650919,0.0183241441874235,"ACTB/AKT1/APC/ARID1B/BCL7A/BID/CACNB4/CCND1/CCND3/CCNE2/CCNH/CDC6/CDC73/CDK10/CDK2AP2/CDKN2A/CDKN2C/CPSF3/DACT1/DDX3X/DPF2/E2F1/E2F7/FBXO7/FHL1/ID2/INHBA/KLF4/MEPCE/PKD2/PLK3/PRKDC/PRMT2/RBL2/SENP2/SMARCA4/SMARCB1/SMARCC1/SMARCD3/TCF3/TFDP1/TMEM14B/UBE2E2/WAC",44
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","14/2806","36/18860",0.388888888888889,2.61384335154827,4.05198850844378,0.000374436132425937,0.0202997874650919,0.0183241441874235,"ABRAXAS1/ATM/BABAM2/BRSK1/CDC14B/CDK1/DTL/FOXN3/FOXO4/FZR1/MRNIP/TAOK1/TAOK2/TRIM39",14
"GO:0045648","positive regulation of erythrocyte differentiation","14/2806","36/18860",0.388888888888889,2.61384335154827,4.05198850844378,0.000374436132425937,0.0202997874650919,0.0183241441874235,"ACVR1B/ACVR2A/BRD1/FAM210B/FOXO3/GATA2/GLUL/ID2/INHBA/KAT7/PRKDC/SMAP1/STAT1/STAT5B",14
"GO:0006414","translational elongation","23/2806","75/18860",0.306666666666667,2.06120218579235,3.84976927534291,0.000391073250328219,0.0208297962806399,0.0188025707706282,"ABCE1/ANKZF1/CPEB2/DDRGK1/EEF1A2/EEF1D/EEFSEC/EIF5A/ELAC1/HBS1L/MTRES1/MTRFR/OTUD3/PTRH1/RPLP1/SARS1/SELENOT/SKIC2/SKIC3/TCF25/TRNAU1AP/USP10/USP21",23
"GO:1902750","negative regulation of cell cycle G2/M phase transition","23/2806","75/18860",0.306666666666667,2.06120218579235,3.84976927534291,0.000391073250328219,0.0208297962806399,0.0188025707706282,"ABRAXAS1/ATM/BABAM2/BRSK1/CDC14B/CDC6/CDK1/CHFR/DTL/FHL1/FOXN3/FOXO4/FZR1/INTS3/MRNIP/NABP2/NAE1/PABIR1/RBBP8/TAOK1/TAOK2/TRIM39/ZFYVE19",23
"GO:0006354","DNA-templated transcription elongation","37/2806","143/18860",0.258741258741259,1.73908059153961,3.70896923156948,0.000409791948231927,0.0216370148666457,0.0195312281413606,"ARMC5/BRD4/CCNK/CCNT2/CDC73/CTR9/CUL3/ELOB/ERCC2/ERCC6/GTF2F1/GTF2F2/GTF2H5/HNRNPU/INTS11/INTS13/INTS3/INTS7/IWS1/KAT7/LARP7/MED11/MED15/MED18/MED25/MED28/MED4/NELFB/NELFCD/NELFE/RBX1/RTF1/SETD5/SUPT5H/TCEA2/VHL/WDR43",37
"GO:0044784","metaphase/anaphase transition of cell cycle","28/2806","99/18860",0.282828282828283,1.9009769829442,3.75763710924316,0.000433833445446048,0.0225803183739859,0.0203827261932849,"ACTB/ANAPC1/ANAPC11/APC/ARID1B/ATM/BCL7A/BUB3/CCNB1/CDC6/CENPF/CHFR/CUL3/DPF2/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/NEK6/NSMCE2/SKA1/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPDL1",28
"GO:0000910","cytokinesis","47/2806","195/18860",0.241025641025641,1.62000840689365,3.63841657202573,0.000438278679975963,0.0225803183739859,0.0203827261932849,"ANLN/APC/ARF1/CALM3/CDC14A/CDC14B/CDC25B/CDC42/CDC6/CENPA/CEP55/CFL1/CHMP2B/CHMP5/CHMP7/CKAP2/CNTROB/CUL3/E2F7/EFHC1/EXOC6/FSD1/IQGAP2/KLHL13/LUZP1/MYH10/NOX5/NUP62/PDCD6IP/PLEC/PLK3/PRC1/PRKCE/PRPF40A/RASA1/RHOA/RXFP3/SEPTIN2/SEPTIN3/SEPTIN8/SEPTIN9/SPART/SPAST/SPIRE2/SPTBN1/WASHC5/ZFYVE19",47
"GO:0051147","regulation of muscle cell differentiation","42/2806","169/18860",0.248520710059172,1.67038510039771,3.65984734642019,0.000438813828743468,0.0225803183739859,0.0203827261932849,"ACTN3/ARRB2/ATP11A/BDNF/BMP2/BMPR1A/BMPR2/CCNT2/DNMT1/EFNB2/FOXO4/FOXP1/FRS2/HDAC5/HEY2/ID2/KIT/MAPK11/MECP2/MED28/MEF2C/MESP1/NFATC1/NFATC2/NFATC3/NOTCH1/NRG1/PARP2/PDCD4/PIAS1/PPARA/PTBP1/RCAN1/RGS2/SETD3/SIK1/SMAD4/SMARCD3/TRIM32/YBX1/YY1/ZEB1",42
"GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","11/2806","25/18860",0.44,2.95737704918033,4.09423925690683,0.000455688527279917,0.0232516028373416,0.0209886790052767,"DDX11/ERCC2/ERCC6/GTF2H5/NCL/POLR1A/PWP1/SIRT7/SMARCA4/SMARCB1/TAF1B",11
"GO:0060997","dendritic spine morphogenesis","19/2806","58/18860",0.327586206896552,2.20180893159977,3.83229501434659,0.000490679053445896,0.0248283601043624,0.0224119809762525,"ABI2/CAMK2B/CAPRIN1/CDC42/CDK5R1/CFL1/CUX2/DIP2A/DLG4/EPHB2/EPHB3/KIF1A/LRP8/MAPRE3/PAFAH1B1/SIPA1L1/SRCIN1/STAU2/TANC2",19
"GO:0045930","negative regulation of mitotic cell cycle","56/2806","244/18860",0.229508196721311,1.54259607632357,3.56648097144446,0.000498386842719402,0.0248909237267516,0.0224684556974543,"ABRAXAS1/APC/ATM/BABAM2/BMP7/BRSK1/BUB3/CACNB4/CCNB1/CCND1/CDC14B/CDC6/CDC73/CDK1/CDK2AP2/CENPF/CHFR/DACT1/DTL/E2F7/FBXO7/FHL1/FOXC1/FOXN3/FOXO4/FZD3/FZR1/GEN1/HASPIN/INHBA/INTS3/KLF4/KLHL22/KNL1/MAD1L1/MRNIP/NABP2/NAE1/PABIR1/PKD2/PLK3/PML/PRKDC/PRMT2/RAD9A/RBBP8/RBL2/SETMAR/SKA1/SPDL1/TAOK1/TAOK2/TPRA1/TRIM39/WAC/ZFYVE19",56
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","27/2806","95/18860",0.284210526315789,1.91026747195858,3.71850248643733,0.000500520861677468,0.0248909237267516,0.0224684556974543,"ACTB/ANAPC11/APC/ARID1B/ATM/BCL7A/BUB3/CCNB1/CDC6/CENPF/CHFR/CUL3/DPF2/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/NEK6/NSMCE2/SKA1/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPDL1",27
"GO:0006457","protein folding","53/2806","228/18860",0.232456140350877,1.56241012366983,3.57192514991792,0.000504213375887754,0.0248909237267516,0.0224684556974543,"AHSA2P/ALG12/APLF/BAG3/BAG4/CANX/CCT5/CDC37/CLGN/DNAJA3/DNAJB1/DNAJB11/DNAJB13/DNAJB6/DNAJC1/DNAJC25/DNAJC4/DNAJC5/ELP6/ENTPD5/ERO1A/ERP29/FKBP1A/FKBP4/GRPEL2/HSPA14/HSPA4L/HSPE1/HSPH1/KHSRP/MOGS/MPDU1/NKTR/NUDCD2/P4HB/PDCD5/PDCL3/PDIA3/PDRG1/PFDN1/PPIA/PTGES3/RANBP2/RIC8A/SACS/SDHAF4/SNRNP70/TBCB/TBCC/TELO2/TRAP1/UNC45A/WIPF1",53
"GO:0045879","negative regulation of smoothened signaling pathway","14/2806","37/18860",0.378378378378378,2.54319893664156,3.92816652699645,0.000520570334704442,0.025287224578603,0.0228261872236297,"GLI3/GPR161/HHIP/IFT122/KCTD6/PRKACB/PTCH1/PTCH2/RFX4/RUNX2/SUFU/TRAF3IP1/TULP3/ULK3",14
"GO:0072344","rescue of stalled ribosome","14/2806","37/18860",0.378378378378378,2.54319893664156,3.92816652699645,0.000520570334704442,0.025287224578603,0.0228261872236297,"ABCE1/ANKZF1/DDRGK1/ELAC1/HBS1L/MTRES1/MTRFR/OTUD3/PTRH1/SKIC2/SKIC3/TCF25/USP10/USP21",14
"GO:0045787","positive regulation of cell cycle","75/2806","349/18860",0.214899713467049,1.44440791018836,3.50341098897889,0.000530036621237912,0.025542717175846,0.0230568144259466,"AKT1/ANAPC11/BRD4/CCNB1/CCND1/CCND3/CCNE2/CDC14A/CDC14B/CDC25B/CDC25C/CDC42/CDC6/CDC7/CDC73/CDK1/CDK10/CEP120/CEP295/CPSF3/CUL3/DDRGK1/DDX11/DDX3X/DMRT1/DTL/DYNC1H1/E2F7/EIF4EBP1/FNTB/FOXA1/GEN1/GPSM2/HNRNPU/HSF1/KNL1/MAD1L1/MEIOSIN/MEIS2/MEPCE/NCAPD3/NCAPH/NPM1/NR4A3/NSMCE2/NUMA1/NUP62/PAFAH1B1/PLK4/PLSCR1/PRDM9/PRKCA/PRKCE/PTK6/RAD18/RAD51AP1/RANBP1/RHOA/RXFP3/SKA1/SLC6A4/SMARCD3/SMC4/SMC5/SMC6/SPAST/SRPK2/STAT5B/TCF3/TFDP1/TMOD3/TRIM32/UBE2E2/USP2/WNT4",75
"GO:0010569","regulation of double-strand break repair via homologous recombination","25/2806","86/18860",0.290697674418605,1.95386961494472,3.70656284411148,0.000550427714573213,0.0262893510639269,0.0237307834043872,"ACTB/ATM/EPC1/EPC2/ERCC6/FIGNL1/FUS/H2AX/MAGEF1/MBTD1/MORF4L1/MRGBP/MRNIP/PIAS4/PPP4R2/RAD51AP1/RNF126/RTEL1/RUVBL1/SENP3/SHLD2/SMCHD1/TIMELESS/UBQLN4/YEATS4",25
"GO:0099173","postsynapse organization","56/2806","245/18860",0.228571428571429,1.53629976580796,3.53240640450729,0.000554189218738907,0.0262893510639269,0.0237307834043872,"ABI2/ACTB/ACTG1/AKT1/ARF1/ARF4/ARHGAP12/ASIC1/C1QL3/CAMK2B/CAPRIN1/CARMIL3/CC2D1A/CDC42/CDK5R1/CFL1/CHMP2B/CNKSR2/CNTNAP1/CRIPT/CRKL/CUX2/DIP2A/DISC1/DLG4/DNAJA3/EPHB2/EPHB3/ETV5/FARP1/FRRS1L/GNA13/IGF1R/KIF1A/LAMA5/LRFN1/LRFN4/LRP8/MAPRE3/MYH10/NAE1/NCKIPSD/NF1/NRCAM/PAFAH1B1/POTEE/RAC1/RHOG/S1PR2/SIPA1L1/SPTBN2/SRCIN1/STAU2/TANC1/TANC2/TMEM108",56
"GO:0050807","regulation of synapse organization","70/2806","322/18860",0.217391304347826,1.46115466856736,3.48943120769563,0.000570868007399966,0.0266703885960706,0.0240747370882289,"ABI2/ADGRB2/ADGRB3/AGAP1/AGO2/AKT1/AMIGO3/ARF4/ARHGAP12/ASIC1/BDNF/C1QL1/C1QL3/CAMK2B/CAPRIN1/CARMIL3/CC2D1A/CDC42/CDK5R1/CFL1/CHMP2B/CNTNAP1/CRIPT/CRTAC1/CTNNA2/CUX2/DAG1/DCTN1/DISC1/EPHB2/EPHB3/ETV5/FARP1/GNA13/IL10RA/KIF1A/LRFN1/LRFN4/LRFN5/LRP8/MAPRE3/MDGA1/MEF2C/MRTFB/NAE1/NCKIPSD/NEDD4/NF1/NRCAM/NTRK2/PAFAH1B1/PRKCA/RAC1/RHOA/RHOG/RTN4RL2/S1PR2/SETD5/SIPA1L1/SIX4/SLIT1/SLITRK4/SRCIN1/SRGAP1/STAU2/STRN4/TANC1/TANC2/TUBB/ZDHHC17",70
"GO:1900029","positive regulation of ruffle assembly","8/2806","15/18860",0.533333333333333,3.58469945355191,4.18667398589031,0.000572515322315235,0.0266703885960706,0.0240747370882289,"CARMIL2/EPS8/EPS8L2/FAM98A/HRAS/NDEL1/PFN1/RAC1",8
"GO:0050767","regulation of neurogenesis","80/2806","378/18860",0.211640211640212,1.42249978315552,3.46904107116822,0.000575398699948163,0.0266703885960706,0.0240747370882289,"ABCC8/ASCL2/ATXN1/BDNF/BMP2/BMP7/BMPR1A/BMPR2/BRAF/CAMK2B/CAPRIN1/CDH4/CDON/CHD7/CUX2/DAG1/DICER1/DISC1/DLX2/DNAJB11/E2F1/EPHB2/ETV5/FEZF2/FMR1/FSTL4/FZD3/GATA2/GFAP/GLI3/GOLGA4/GRM5/HES2/HEY2/HMGA2/HOOK3/ID2/IGDCC4/KIT/KRAS/LHX2/LIF/LIG4/LRP8/MAP6/MAPRE3/MAPT/MECP2/MME/MT3/MYB/NF1/NGF/NKX6-2/NOTCH1/NTRK2/PAFAH1B1/PARP6/PAX6/PLXNA3/QKI/RELA/SEMA4F/SKI/SLIT1/SMARCD3/SOX11/SPART/SPEN/SRRT/STAU2/TBC1D24/TIAM1/TMEM98/TRIM32/WNT3/XRCC2/YTHDF2/YWHAH/ZFYVE27",80
"GO:0010824","regulation of centrosome duplication","17/2806","50/18860",0.34,2.28524590163934,3.80441921365757,0.000590165977909583,0.0271476349838408,0.0245055362597703,"CCNF/CEP120/CEP295/CHMP2B/CHMP5/FBXW5/GEN1/MDM1/NAT10/NPM1/NUBP1/NUP62/PDCD6IP/PLK4/RBM14/SPICE1/TRIM37",17
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","27/2806","96/18860",0.28125,1.89036885245902,3.65640586964609,0.000599129101100823,0.0272953423252511,0.0246388682282059,"ACTB/ANAPC1/ANAPC11/APC/ARID1B/ATM/BCL7A/BUB3/CCNB1/CDC6/CENPF/CUL3/DPF2/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/NEK6/NSMCE2/SKA1/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPDL1",27
"GO:0050769","positive regulation of neurogenesis","54/2806","235/18860",0.229787234042553,1.5444715730729,3.51133717799543,0.000602367567783869,0.0272953423252511,0.0246388682282059,"ATXN1/BDNF/BMP2/BMPR2/BRAF/CAMK2B/CAPRIN1/CDH4/CDON/CUX2/DAG1/DICER1/DISC1/E2F1/EPHB2/ETV5/FMR1/FZD3/GFAP/GLI3/GOLGA4/GRM5/ID2/KIT/KRAS/LIF/LIG4/LRP8/MAP6/MAPRE3/MAPT/MECP2/MME/MYB/NGF/NKX6-2/NOTCH1/NTRK2/PAFAH1B1/PARP6/PAX6/QKI/RELA/SMARCD3/SOX11/SPEN/SRRT/STAU2/TBC1D24/TIAM1/TRIM32/WNT3/XRCC2/ZFYVE27",54
"GO:0016032","viral process","83/2806","396/18860",0.20959595959596,1.40875972843186,3.43687971995313,0.000627801259247467,0.0282371055270416,0.0254889758822734,"ADAR/ATG16L2/ATP7B/BSG/CANX/CCNK/CCNT2/CDK1/CHMP2B/CHMP5/CHMP7/CLDN1/CTBP1/CTBP2/CTSL/DAG1/DDX3X/DEK/DHX9/EFNB2/EIF3B/FMR1/FUT8/GALNT1/GAS6/GRK2/GTF2B/HACD3/HMGA2/IFIT5/ILF3/ITCH/ITGB5/LARP7/LIG4/MAN1B1/MGAT1/MOGS/MVB12B/MX1/MYH10/NEDD4/NMT2/NOTCH1/P4HB/PABPC1/PCBP1/PCBP2/PDCD6IP/PLSCR1/PPIA/PTBP1/PVR/RAB1B/RAN/RCC1/SLC3A2/SMARCB1/SMC5/SMC6/SPCS1/SPCS3/SRPK1/SRPK2/ST3GAL4/ST6GALNAC3/STAT1/TBC1D20/TFRC/TMEM41B/TNIP1/TPCN2/TRIM14/TRIM27/TRIM28/TRIM32/TRIM8/UBP1/USF2/VAPA/VAPB/ZNF639/ZNFX1",83
"GO:0044557","relaxation of smooth muscle","7/2806","12/18860",0.583333333333333,3.9207650273224,4.23122520010374,0.000635554571362894,0.0282660464580479,0.0255151001849829,"ABCC8/ADORA2B/GNAI1/GRK2/NPR3/RGS2/SLC8A1",7
"GO:0007099","centriole replication","16/2806","46/18860",0.347826086956522,2.33784746970777,3.79801330561055,0.000637755000782702,0.0282660464580479,0.0255151001849829,"C2CD3/CEP120/CEP192/CEP295/CEP44/CEP63/CEP72/CNTROB/DEUP1/MDM1/NPM1/NUP62/PLK4/RBM14/SPICE1/TRIM37",16
"GO:0032956","regulation of actin cytoskeleton organization","76/2806","357/18860",0.212885154061625,1.43086742893879,3.43611929416914,0.000651891025854031,0.0286832051375774,0.0258916595852169,"ABI2/ABITRAM/ACTG1/AKAP13/ARAP2/ARF1/ARHGAP28/ARHGAP35/ARHGEF10/ARHGEF18/ARHGEF26/ARHGEF5/ARPC2/ASAP3/BAG4/BRAF/BRK1/CAPZA1/CAPZA2/CARMIL2/CARMIL3/CDC42/CDC42EP3/CDC42EP4/CDK10/CDK5R1/CFL1/CTNNA2/CYRIB/DAPK3/DIXDC1/DVL2/EPS8/FLNA/GBA2/GRHL3/HRAS/IQGAP2/JAM3/KANK1/KIRREL1/LRP1/MLST8/NCKAP1/PDGFA/PFN1/PFN2/PRKCE/PTGER4/PXN/PYCARD/RAC1/RASA1/RHOA/RHOBTB1/RHOF/RHOG/RHOQ/RHPN1/RHPN2/SMAD4/SORBS3/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH2/STAU2/TAOK1/TAOK2/TJP1/TMOD3/TRIM27/WASHC5/WNT4",76
"GO:0097178","ruffle assembly","15/2806","42/18860",0.357142857142857,2.40046838407494,3.79859293660849,0.000679983283597897,0.0296687100169982,0.0267812518304053,"ARHGEF26/BAG4/CARMIL2/EPS8/EPS8L2/FAM98A/HRAS/KANK1/NDEL1/PFN1/PFN2/PIP5K1A/RAC1/RHOG/SNX10",15
"GO:0048169","regulation of long-term neuronal synaptic plasticity","11/2806","26/18860",0.423076923076923,2.84363177805801,3.93279320217153,0.000684319509900698,0.0296687100169982,0.0267812518304053,"CAMK2B/DLG4/EPHB2/FMR1/GRM5/HRAS/KIT/KRAS/NF1/RAB8A/SYNGR1",11
"GO:0030071","regulation of mitotic metaphase/anaphase transition","26/2806","92/18860",0.282608695652174,1.89950106913756,3.61574783180354,0.000692256658283987,0.0296687100169982,0.0267812518304053,"ACTB/ANAPC11/APC/ARID1B/ATM/BCL7A/BUB3/CCNB1/CDC6/CENPF/CUL3/DPF2/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/NEK6/NSMCE2/SKA1/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPDL1",26
"GO:0016236","macroautophagy","84/2806","403/18860",0.208436724565757,1.40096814872066,3.40167937366068,0.000698232638922967,0.0296687100169982,0.0267812518304053,"ABI2/ADRB2/AFG2B/AKT1/ARMC3/ATG16L2/ATG4B/ATG7/ATG9A/ATM/ATP6V0E2/ATP6V1B2/ATP6V1G1/BAG3/BNIP3L/CAPNS1/CDC37/CDK5R1/CHMP2B/CHMP5/CHMP7/CSNK2A2/DDRGK1/DNM1L/EHMT2/EIF2S1/ELP6/EMC6/EPHB2/ERN1/FBXO7/GAA/HGS/LYPLA1/MAP1LC3B/MFSD8/NEDD4/NOD2/OMA1/PACS2/PDCD6IP/PGAM5/PHF23/PINK1/RAB1B/RAB33A/RAB33B/RAB3GAP2/RBX1/RETREG1/RETREG2/RIPK2/RNF41/RNF5/SLC25A4/SNX14/SNX32/SNX6/SPART/SPATA33/SREBF2/STUB1/STX12/STX17/SUPT5H/TBC1D12/TBC1D25/TBK1/TEX264/TIGAR/TMEM41B/TRIM32/UBQLN4/UBXN6/ULK3/USP36/VPS26B/VTA1/VTI1B/WAC/WDR45/WDR45B/WIPI2/ZNRF1",84
"GO:0022618","protein-RNA complex assembly","53/2806","231/18860",0.229437229437229,1.54211908310269,3.465911331879,0.000698719619965538,0.0296687100169982,0.0267812518304053,"ADAR/AGO1/AGO2/ATM/BOP1/COIL/DDX39B/DDX42/DHX9/DICER1/DKC1/EIF2S3/EIF3B/EIF3K/EIF4H/FASTKD2/GEMIN2/GEMIN4/HTATSF1/LSM2/LUC7L/MTG1/NAF1/PRKDC/PRPF6/PRPF8/PTBP2/PTGES3/PWP2/RBMX2/RCC1L/RPL13A/RPL5/RPS15/RPSA2/RUVBL1/SART1/SETX/SF1/SF3A2/SNRPD2/SRPK1/SRPK2/SRSF10/SRSF5/SRSF6/STRAP/TAF12-DT/TSSC4/U2AF2/USP39/YTHDC1/ZRSR2",53
